,source,author,title,description,url,urlToImage,publishedAt,content
80,"{'id': None, 'name': 'Global Times'}",,Monkeypox 'containable': WHO - Global Times,"The outbreak of monkeypox cases outside of Africa can be contained, the World Health Organization said on Tuesday, as more governments said they would launch limited vaccinations to combat rising infections of the virus.",https://www.globaltimes.cn/page/202205/1266520.shtml,https://www.globaltimes.cn/Portals/0/attachment/2021/2021-10-25/40fcb007-df80-4a75-a9cd-25c697674a4f.jpeg,2022-05-25T08:56:00Z,"General view during the opening day of the 61st World Health Organization assembly on May 19, 2008 in Geneva. Photo: AFP
The outbreak of monkeypox cases outside of Africa can be contained, the World… [+2598 chars]"
81,"{'id': None, 'name': 'The Guardian'}",Rory Carroll,‘It can’t be sidelined’: bill aims to give Irish official status in Northern Ireland - The Guardian,UK government to table legislation to safeguard language as revival gains momentum,https://amp.theguardian.com/uk-news/2022/may/25/bill-irish-official-status-northern-ireland-language-government,,2022-05-25T08:53:00Z,"Language learningUK government to table legislation to safeguard language as revival gains momentum
Gregory Campbell, a Democratic Unionist party MP in Northern Ireland, once expressed his scorn for… [+5240 chars]"
82,"{'id': None, 'name': 'Daily Mail'}",Kate Dennett,Austin Butler reveals he found it hard to get out of character after playing Elvis Presley - Daily Mail,"The actor, 30, said he 'lost touch' with his own personality after playing the 'King of Rock and Roll' in Baz Luhrmann's biopic Elvis.",https://www.dailymail.co.uk/tvshowbiz/article-10852599/Austin-Butler-reveals-hard-character-playing-Elvis-Presley.html,https://i.dailymail.co.uk/1s/2022/05/25/09/58258975-0-image-a-49_1653466466697.jpg,2022-05-25T08:52:19Z,"Austin Butler has revealed he found it difficult to separate himself from his character after playing Elvis Presley and spoke of being bedridden with a virus after filming.
The actor, 30, said he 'l… [+6101 chars]"
83,"{'id': None, 'name': '9News'}",Savannah Meacham,More than a dozen alleged Alameddine gang members front court - 9News,<p>Eighteen alleged Alameddine gang members have faced court today after arrests were laid yesterday in relation to a &quot;dial-a-dealer&quot; drug operation in Sydney&#x27;s south-west.</p>,https://www.9news.com.au/national/more-than-a-dozen-alleged-alameddine-gang-members-face-court-over-dial-a-dealer-drug-operation/4524a3b3-d990-4f7c-b2ce-c12cfdf05671,https://imageresizer.static9.net.au/bOX7SCEhdDqhmhjBH3RnpXqZ1sk=/1200x628/smart/https%3A%2F%2Fprod.static9.net.au%2Ffs%2Fe3c3adbd-8529-48ed-8331-251c7104e17f,2022-05-25T08:47:42Z,
84,"{'id': None, 'name': 'SciTechDaily'}",,Innovative Diffractive Solar Sail Funded by NASA Could Take Science to Exciting New Destinations - SciTechDaily,"As NASA's exploration continues to push boundaries, a new solar sail concept has been selected by the agency for development toward a demonstration mission that could carry science to new destinations. The Diffractive Solar Sailing project was selected for Ph…",https://scitechdaily.com/?p=173553,https://scitechdaily.com/images/Diffractive-Solar-Sails.jpg,2022-05-25T08:46:46Z,"ByNASAMay 25, 2022
Diffractive solar sails, depicted in this conceptual illustration, could enable missions to hard-to-reach places, like orbits over the Suns poles. Credit: MacKenzi Martin
As NASA… [+5274 chars]"
85,"{'id': None, 'name': 'Push Square'}",Stephen Tailby,Rumour: Looks Like PS1 Classic Dino Crisis Is Joining the PS Plus Premium Lineup - Push Square,A wild Regina appears,https://www.pushsquare.com/news/2022/05/rumour-looks-like-ps1-classic-dino-crisis-is-joining-the-ps-plus-premium-lineup,https://images.pushsquare.com/851e3ffc72c9b/1280x720.jpg,2022-05-25T08:45:00Z,"The brand new PS Plus tiers have now launched in some Asian countries, and it's on the cusp of a Western release too. Despite this, we still only have a partial grasp on what to expect from the catal… [+1844 chars]"
86,"{'id': None, 'name': 'The Conversation Africa'}",Oyewale Tomori,Monkeypox is endemic in Nigeria. But surveillance isn't what it should be - The Conversation Indonesia,Nigeria must step up its preparedness for monkeypox.,https://theconversation.com/monkeypox-is-endemic-in-nigeria-but-surveillance-isnt-what-it-should-be-183711,https://images.theconversation.com/files/465057/original/file-20220524-22-tuml3t.jpg?ixlib=rb-1.1.0&q=45&auto=format&w=1356&h=668&fit=crop,2022-05-25T08:44:01Z,There has been an outbreak of monkeypox cases in a number of countries that are not endemic for the virus. Monkeypox is caused by an orthopoxvirus that is closely related to the virus that caused sma… [+6550 chars]
87,"{'id': None, 'name': 'NDTV News'}",,"Putin, Xi Together; Ukraine May Be Beginning Of 3rd World War: Billionaire - NDTV",Billionaire investor George Soros has warned that Russia's invasion of Ukraine may be the beginning of the third world war and that the civilisation may not survive this war.,https://www.ndtv.com/world-news/putin-xi-together-ukraine-may-be-beginning-of-3rd-world-war-billionaire-investor-george-soros-3007630,https://i.ndtvimg.com/i/2017-05/vladimir-putin-and-xi-jinping-afp_650x400_81494869601.jpg,2022-05-25T08:38:11Z,"Billionaire investor George Soros said China's Xi Jinping and Russia's Vladimir Putin have an alliance
Davos: Billionaire investor George Soros has warned that Russia's invasion of Ukraine may be th… [+3634 chars]"
88,"{'id': None, 'name': 'Regeringen.se'}",,Direktiv om ett kombinerat tillstånd för arbete - Regeringen och Regeringskansliet,Faktapromemoria gällande proposal for a directive of the European Parlia­ment and of the Council on a single applica­tion pro­cedure for a single...,https://www.regeringen.se/faktapromemoria/2022/05/202122fpm90/,https://www.regeringen.se/Static/css/img/share-logo-sv.gif,2022-05-25T08:32:27Z,Kommissionens förslag om ett reviderat direktiv om ett enda ansöknings­­förfarande för ett kombi­nerat tillstånd för tredje­lands­medborgare att vistas och arbeta på en medlems­stats territorium och … [+1367 chars]
89,"{'id': None, 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Monkeypox cases confirmed in East Yorkshire - public health - BBC,Health officials say people with unusual rashes should contact NHS 111 or sexual health services.,https://www.bbc.com/news/uk-england-humber-61577056,https://ichef.bbci.co.uk/news/1024/branded_news/29C1/production/_103598601_m0501256-monkeypox_virus_particle_tem-spl.jpg,2022-05-25T08:28:52Z,"Image source, Getty Images
Image caption, Symptoms of monkeypox include a rash, fever, headache, muscle aches, backache, swollen lymph nodes, chills and exhaustion
Cases of monkeypox have been dete… [+2751 chars]"
90,"{'id': None, 'name': 'TechCentral'}",Everything PC,Everything PC S01E03 – ‘The story of Intel – part 1’ - TechCentral,"In the third episode of Everything PC, we begin our adventure into the world of Intel, the company that in many respects started it all back in 1968.",https://techcentral.co.za/everything-pc-s01e03-the-story-of-intel-part-1/211496/,https://techcentral.co.za/wp-content/uploads/2022/05/everything-pc-1500-800-smaller.jpg,2022-05-25T08:28:10Z,"In the third episode of Everything PC, we begin our adventure into the world of Intel, the company that in many respects started it all back in 1968.
In this episode, the first of a two-parter, Ever… [+2060 chars]"
91,"{'id': 'cnn', 'name': 'CNN'}","Sandee LaMotte, CNN","What is monkeypox, its symptoms and threat to you? - CNN","Where did monkeypox come from, what are the signs and symptoms and how worried should you be? Here's what we know.",https://www.cnn.com/2022/05/24/health/what-is-monkeypox-virus-explainer-update-wellness/index.html,https://cdn.cnn.com/cnnnext/dam/assets/220520183005-02-monkeypox-handout-super-tease.jpg,2022-05-25T08:28:00Z,"(CNN)An extremely rare disease called monkeypox, a much less severe cousin of smallpox, is spreading around the world. More than 250 cases have been reported in at least 16 countries, according to th… [+8476 chars]"
92,"{'id': None, 'name': 'Thesaxon.org'}",Teilor Stone,NASA will send not only Americans to the moon: who else will join the mission - The Saxon,"Amid the Russian invasion of Ukraine, the United States is looking for new allies for space exploration. We are . We are from Ukraine From the first day of the war, Focus never stopped working. Our team considers it its duty to inform the reader about what is…",https://thesaxon.org/nasa-will-send-not-only-americans-to-the-moon-who-else-will-join-the-mission/2570/,,2022-05-25T08:27:18Z,First flight of the new NASA Space Launch System rocket as part of the Artemis-1 uncrewed mission;<ul><li></li><li>The second flight of the same rocket with the Orion spacecraft and the crew on board… [+3240 chars]
93,"{'id': None, 'name': 'AsiaOne'}",,"Nurul Aini has own toilet, 'getaway room' and walk-in closet in 3-storey terrace home - AsiaOne","Despite being a working mother of three, local actress Nurul Aini still manages to find time for herself. In fact, she's even accounted for it in her Scandinavian-minimalist three-storey freehold inter-terrace home. While giving viewers a peek inside her home…",https://www.asiaone.com/entertainment/nurul-aini-has-own-toilet-getaway-room-and-walk-closet-3-storey-terrace-home,https://media.asiaone.com/sites/default/files/styles/a1_600x316/public/original_images/May2022/250422_Nurul%20Aini%20Main.jpg?h=1d3ab40e&itok=7Fpbp-nD,2022-05-25T08:27:00Z,"Despite being a working mother of three, local actress Nurul Aini still manages to find time for herself. In fact, she's even accounted for it in her Scandinavian-minimalist three-storey freehold int… [+1676 chars]"
94,"{'id': None, 'name': 'uDiscover Music'}",https://www.facebook.com/tim.peacock.735,"New Reissue Series, ‘Africa Sessions At Real World’ To Commence In June - uDiscover Music","A new LP and CD reissue series, 'Africa Sessions At Real World' featuring artists such as Remmy Ongala and Farafina starts on June 24, 2022",https://www.udiscovermusic.com/news/africa-sessions-real-world-reissue-series/,https://www.udiscovermusic.com/wp-content/uploads/2022/05/Remmy-Ongala_cr_Stephen-Lovell-Davis_SQ.jpg,2022-05-25T08:26:14Z,"In celebration of Africa Day 2022, Real World Records is pleased to announce Africa Sessions at Real World, an LP &amp; CD reissue series focusing on recordings made at Real World Studios during the … [+3810 chars]"
95,"{'id': None, 'name': 'SPORTbible'}",Jack Kenmare,Referees Heard 'Celebrating' After Liverpool Lost To Real Madrid In Champions League Final - SPORTbible,Jurgen Klopp's number two Peter Krawietz opened up about the defeat in 2019.,https://www.sportbible.com/football/referees-heard-celebrating-after-liverpool-lost-to-real-madrid-20220525,https://images.ladbible.com/resize?type=jpeg&quality=70&width=1200&fit=contain&dpr=1&url=https://eu-images.contentstack.com/v3/assets/blta90d05ad41a54a71/blt644b2dd4f5a2e224/628de1e4ca7a4d0f3f2bf648/picture_-_2022-05-25T085913.954.png,2022-05-25T08:26:06Z,"The referees that officiated the Champions League final between Liverpool and Real Madrid could be heard ""singing and partying with a case of beer"" after the final whistle, according to Jurgen Klopp'… [+2788 chars]"
96,"{'id': None, 'name': 'Moneycontrol'}",Gulam Jeelani,Modi Govt @ 8 : How the BJP’s dominance changed the political landscape of India - Moneycontrol,"Today, the BJP and its NDA allies govern 17 states, covering an estimated 44 per cent of the country's territory and 49.6 percent of its population",https://www.moneycontrol.com/news/politics/modi-govt-8-how-the-bjps-dominance-changed-the-political-landscape-of-india-8573811.html,https://images.moneycontrol.com/static-mcnews/2019/05/Modi-10-770x433.jpg,2022-05-25T08:24:15Z,"In the 2014 general elections, the Bharatiya Janata Party (BJP) secured a comfortable majority, winning 282 of the 542 seats in the Lok Sabha by itself and 336 seats together with its allies in the N… [+7060 chars]"
97,"{'id': None, 'name': 'Cancer Research UK'}",Joanna Lewin,The path to least resistance: How our researchers are outsmarting cancer’s survival skills - Cancer Research UK News,Our scientists across the country are working hard to tackle drug resistance – one of cancer's cruellest curveballs.,https://news.cancerresearchuk.org/2022/05/25/the-path-to-least-resistance-how-our-researchers-are-outsmarting-cancers-survival-skills/,https://news.cancerresearchuk.org/wp-content/uploads/2022/05/Untitled-620-x-348-px.jpg,2022-05-25T08:17:22Z,"Breast cancer cells Credit: NCI
Drug resistance is one of biomedicine’s biggest threats, standing in the way of cures for all manner of viruses, infections and diseases, including cancer. But our sc… [+8934 chars]"
98,"{'id': 'news24', 'name': 'News24'}",Khulekani Magubane,'Full-blown' national strike begins at SARS - News24,A national strike at the South African Revenue Service by unions demanding higher wages started on Wednesday morning.,https://www.news24.com/fin24/economy/full-blown-national-strike-begins-at-sars-20220525,https://cdn.24.co.za/files/Cms/General/d/121/cb61418dc0e641aaa0bd98640ce9ede5.jpg,2022-05-25T08:16:46Z,<ul><li>A strike at the SA Revenue Service (SARS) for higher wages started on Wednesday. </li><li>The Public Servants' Association said evening meetings to discuss a SARS offer yielded no progress. <… [+1874 chars]
99,"{'id': None, 'name': 'New Zealand Herald'}",Tom Dillane,Auckland gang shootings: Stray bullet hits neighbour's bedroom after gang drive-by shooting - New Zealand Herald,"'Just caught in the crossfire. It literally hit my house,' the Flat Bush resident said.",https://www.nzherald.co.nz/nz/auckland-gang-shootings-stray-bullet-hits-neighbours-bedroom-after-gang-drive-by-shooting/GROT5XNILKCXB4PNZIZHWKPQGA/,https://www.nzherald.co.nz/resizer/jWyv72zlYnQxymBZbJ4hx5Oq-7s=/1200x675/filters:quality(70)/cloudfront-ap-southeast-2.images.arcpublishing.com/nzme/6WJQNLVH5AGFXA33VIVRGDWKAA.jpg,2022-05-25T08:09:05Z,"Gang feud shootings: Police called to seven Auckland suburbs. Video / Hayden WoodwardThe victim of a gang-related drive-by shooting could be heard screaming ""f***, my kids are here"" as his Flat Bush … [+4615 chars]"
